record_id,month,month_name,department,employee_count,gross_wages,fica_medicare_tax,futa_tax,suta_tax,total_payroll_taxes,health_insurance,retirement_401k_match,life_insurance,disability_insurance,total_benefits,bonus_accrual,vacation_accrual,workers_comp_insurance,total_compensation_cost,avg_cost_per_employee
PL-000440,2025-05,May 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6769.26,2281.05,300.47,198.41,9549.19,674.17,4940.48,2056.4,85738.54,7144.88
PL-000441,2025-06,June 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1921.14,688.81,183.78,76.15,2869.88,267.88,1703.08,592.21,29052.58,7263.15
PL-000442,2025-06,June 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1245.63,450.28,72.61,43.81,1812.33,88.82,852.66,210.18,14789.34,7394.67
PL-000443,2025-06,June 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2402.17,1610.29,231.4,75.89,4319.75,134.76,2230.47,595.24,38214.02,7642.8
PL-000444,2025-06,June 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4852.64,1961.14,325.14,231.71,7370.63,178.83,3433.61,837.44,59440.33,7430.04
PL-000445,2025-06,June 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2375.86,938.66,124.26,90.24,3529.02,169.11,1764.57,685.67,30620.81,7655.2
PL-000446,2025-06,June 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3443.33,2069.48,312.43,121.66,5946.9,445.05,3118.63,614.71,53376.82,7625.26
PL-000447,2025-06,June 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2238.37,922.6,113.97,75.75,3350.69,216.77,1691.89,548.83,29272.61,7318.15
PL-000448,2025-06,June 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7668.31,4114.34,377.09,269.91,12429.65,544.84,6153.53,1861.7,106331.54,7595.11
PL-000449,2025-06,June 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7438.77,2199.86,525.49,212.19,10376.31,967.19,5046.22,1606.66,87981.09,7331.76
PL-000450,2025-06,June 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7496.15,2005.26,366.96,218.65,10087.02,674.17,4940.48,984.41,85204.39,7100.37
PL-000451,2025-07,July 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1848.0,802.71,187.5,65.46,2903.67,267.88,1703.08,414.04,28908.2,7227.05
PL-000452,2025-07,July 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1275.67,564.46,94.85,46.55,1981.54,88.82,852.66,316.38,15064.75,7532.37
PL-000453,2025-07,July 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2305.85,1361.11,134.75,104.46,3906.17,134.76,2230.47,478.09,37683.29,7536.66
PL-000454,2025-07,July 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4149.02,1412.84,260.66,211.86,6034.38,178.83,3433.61,1073.51,58340.16,7292.52
PL-000455,2025-07,July 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2350.84,704.34,152.23,83.68,3291.09,169.11,1764.57,345.32,30042.53,7510.63
PL-000456,2025-07,July 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4320.32,1807.09,224.6,121.67,6473.68,445.05,3118.63,638.03,53926.92,7703.85
PL-000457,2025-07,July 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2533.58,1049.57,175.39,115.6,3874.14,216.77,1691.89,643.2,29890.43,7472.61
PL-000458,2025-07,July 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6682.16,2901.0,601.0,240.13,10424.29,544.84,6153.53,1676.34,104140.82,7438.63
PL-000459,2025-07,July 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,5713.89,2195.37,381.28,181.41,8471.95,967.19,5046.22,1474.66,85944.73,7162.06
PL-000460,2025-07,July 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7058.22,2537.53,300.54,222.66,10118.95,674.17,4940.48,1215.19,85467.1,7122.26
PL-000461,2025-08,August 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2113.31,945.62,196.56,103.29,3358.78,267.88,1703.08,590.64,29539.92,7384.98
PL-000462,2025-08,August 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1000.68,580.95,93.07,52.08,1726.78,88.82,852.66,364.24,14857.85,7428.93
PL-000463,2025-08,August 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2735.85,1062.07,130.03,137.93,4065.88,134.76,2230.47,826.18,38191.09,7638.22
PL-000464,2025-08,August 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4950.52,1517.71,248.71,206.04,6922.97,178.83,3433.61,1032.81,59188.05,7398.51
PL-000465,2025-08,August 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1875.24,1114.8,123.78,74.29,3188.11,169.11,1764.57,752.81,30347.04,7586.76
PL-000466,2025-08,August 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3169.73,1663.69,247.53,149.44,5230.38,445.05,3118.63,1220.47,53266.07,7609.44
PL-000467,2025-08,August 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2416.88,812.57,125.73,80.61,3435.79,216.77,1691.89,718.88,29527.76,7381.94
PL-000468,2025-08,August 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6460.69,2561.4,646.84,405.96,10074.9,544.84,6153.53,2190.06,104305.15,7450.37
PL-000469,2025-08,August 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7582.49,3755.16,478.97,247.76,12064.38,967.19,5046.22,1034.34,89096.84,7424.74
PL-000470,2025-08,August 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6503.76,2267.08,559.63,304.85,9635.32,674.17,4940.48,1252.18,85020.46,7085.04
PL-000471,2025-09,September 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1979.31,1069.44,134.46,66.15,3249.36,267.88,1703.08,492.51,29332.37,7333.09
PL-000472,2025-09,September 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1129.87,469.5,68.97,52.96,1721.3,88.82,852.66,367.77,14855.9,7427.95
PL-000473,2025-09,September 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3187.47,1386.03,172.23,121.17,4866.89,134.76,2230.47,698.74,38864.66,7772.93
PL-000474,2025-09,September 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4064.16,1846.45,235.19,215.94,6361.73,178.83,3433.61,1086.64,58680.64,7335.08
PL-000475,2025-09,September 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2493.33,827.43,128.3,100.7,3549.75,169.11,1764.57,595.94,30551.82,7637.95
PL-000476,2025-09,September 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3856.8,1454.02,179.29,110.97,5601.07,445.05,3118.63,933.8,53350.09,7621.44
PL-000477,2025-09,September 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2495.98,1148.99,143.74,106.29,3895.0,216.77,1691.89,420.23,29688.32,7422.08
PL-000478,2025-09,September 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8721.31,3730.44,664.55,368.8,13485.09,544.84,6153.53,2181.67,107706.95,7693.35
PL-000479,2025-09,September 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6230.79,3492.19,385.75,319.67,10428.41,967.19,5046.22,1881.96,88308.48,7359.04
PL-000480,2025-09,September 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7074.42,3150.5,477.86,184.1,10886.89,674.17,4940.48,1651.38,86671.22,7222.6
