expense_id,month,department,category,budget_amount,actual_amount,variance,variance_pct,status,notes
EXP-003055,2025-03,Legal & Compliance,Shipping & Freight,1738.67,1606.4,-132.27,-7.61,Approved,
EXP-003056,2025-03,Legal & Compliance,Telecommunications,2781.4,2762.89,-18.51,-0.67,Approved,
EXP-003057,2025-03,Legal & Compliance,Training,2930.03,3100.45,170.41,5.82,Approved,
EXP-003058,2025-03,Legal & Compliance,R&D Materials,4786.16,5493.8,707.64,14.79,Requires Review,Variance exceeds threshold
EXP-003059,2025-03,Legal & Compliance,Facility Maintenance,4269.86,3950.88,-318.98,-7.47,Approved,
EXP-003060,2025-03,Legal & Compliance,Depreciation,3991.96,4550.68,558.72,14.0,Requires Review,Variance exceeds threshold
EXP-003061,2025-04,Executive Leadership,Salaries & Wages,133703.26,113791.23,-19912.03,-14.89,Approved,Variance exceeds threshold
EXP-003062,2025-04,Executive Leadership,Benefits,31929.02,33115.93,1186.9,3.72,Approved,
EXP-003063,2025-04,Executive Leadership,Office Rent,10435.56,9332.25,-1103.31,-10.57,Approved,Variance exceeds threshold
EXP-003064,2025-04,Executive Leadership,Utilities,3795.4,3811.55,16.15,0.43,Approved,
EXP-003065,2025-04,Executive Leadership,Marketing & Advertising,10508.36,11410.5,902.15,8.59,Approved,
EXP-003066,2025-04,Executive Leadership,Travel & Entertainment,11746.1,11077.87,-668.23,-5.69,Approved,
EXP-003067,2025-04,Executive Leadership,Software & Licenses,8821.1,8760.49,-60.61,-0.69,Approved,
EXP-003068,2025-04,Executive Leadership,Equipment & Maintenance,10100.77,9991.84,-108.93,-1.08,Approved,
EXP-003069,2025-04,Executive Leadership,Professional Services,8993.3,8537.15,-456.15,-5.07,Approved,
EXP-003070,2025-04,Executive Leadership,Insurance,5838.87,5334.45,-504.42,-8.64,Approved,
EXP-003071,2025-04,Executive Leadership,Supplies,7444.62,6886.91,-557.71,-7.49,Approved,
EXP-003072,2025-04,Executive Leadership,Shipping & Freight,7259.94,7263.9,3.95,0.05,Approved,
EXP-003073,2025-04,Executive Leadership,Telecommunications,6907.92,6081.92,-826.0,-11.96,Approved,Variance exceeds threshold
EXP-003074,2025-04,Executive Leadership,Training,5363.37,5605.24,241.87,4.51,Approved,
EXP-003075,2025-04,Executive Leadership,R&D Materials,2344.45,2525.72,181.27,7.73,Approved,
EXP-003076,2025-04,Executive Leadership,Facility Maintenance,6349.23,7107.39,758.16,11.94,Requires Review,Variance exceeds threshold
EXP-003077,2025-04,Executive Leadership,Depreciation,4270.05,4573.07,303.02,7.1,Approved,
EXP-003078,2025-04,Human Resources,Salaries & Wages,60311.92,61429.74,1117.82,1.85,Approved,
EXP-003079,2025-04,Human Resources,Benefits,14845.16,12682.92,-2162.24,-14.57,Approved,Variance exceeds threshold
EXP-003080,2025-04,Human Resources,Office Rent,3478.11,3950.17,472.05,13.57,Requires Review,Variance exceeds threshold
EXP-003081,2025-04,Human Resources,Utilities,3207.64,3152.45,-55.19,-1.72,Approved,
EXP-003082,2025-04,Human Resources,Marketing & Advertising,1035.82,1177.76,141.94,13.7,Requires Review,Variance exceeds threshold
EXP-003083,2025-04,Human Resources,Travel & Entertainment,3922.49,4135.39,212.9,5.43,Approved,
EXP-003084,2025-04,Human Resources,Software & Licenses,2107.68,2108.69,1.01,0.05,Approved,
EXP-003085,2025-04,Human Resources,Equipment & Maintenance,1335.44,1482.68,147.23,11.03,Requires Review,Variance exceeds threshold
EXP-003086,2025-04,Human Resources,Professional Services,2764.46,2460.93,-303.53,-10.98,Approved,Variance exceeds threshold
EXP-003087,2025-04,Human Resources,Insurance,2937.24,2910.06,-27.18,-0.93,Approved,
EXP-003088,2025-04,Human Resources,Supplies,3094.25,3345.74,251.48,8.13,Approved,
EXP-003089,2025-04,Human Resources,Shipping & Freight,3466.72,3213.43,-253.3,-7.31,Approved,
EXP-003090,2025-04,Human Resources,Telecommunications,4233.72,4765.89,532.17,12.57,Requires Review,Variance exceeds threshold
EXP-003091,2025-04,Human Resources,Training,3826.73,3334.46,-492.27,-12.86,Approved,Variance exceeds threshold
EXP-003092,2025-04,Human Resources,R&D Materials,3316.66,3347.17,30.5,0.92,Approved,
EXP-003093,2025-04,Human Resources,Facility Maintenance,1467.03,1455.07,-11.96,-0.82,Approved,
EXP-003094,2025-04,Human Resources,Depreciation,4412.91,3944.22,-468.7,-10.62,Approved,Variance exceeds threshold
EXP-003095,2025-04,Sales & Marketing,Salaries & Wages,190200.17,186418.86,-3781.32,-1.99,Approved,
EXP-003096,2025-04,Sales & Marketing,Benefits,54986.38,53394.92,-1591.46,-2.89,Approved,
EXP-003097,2025-04,Sales & Marketing,Office Rent,6701.11,6317.86,-383.25,-5.72,Approved,
EXP-003098,2025-04,Sales & Marketing,Utilities,10145.89,11360.38,1214.49,11.97,Requires Review,Variance exceeds threshold
EXP-003099,2025-04,Sales & Marketing,Marketing & Advertising,48920.66,44286.11,-4634.55,-9.47,Approved,
EXP-003100,2025-04,Sales & Marketing,Travel & Entertainment,20313.17,19861.56,-451.61,-2.22,Approved,
EXP-003101,2025-04,Sales & Marketing,Software & Licenses,6178.53,6644.71,466.18,7.55,Approved,
EXP-003102,2025-04,Sales & Marketing,Equipment & Maintenance,8556.94,8809.4,252.46,2.95,Approved,
EXP-003103,2025-04,Sales & Marketing,Professional Services,15094.56,13260.12,-1834.43,-12.15,Approved,Variance exceeds threshold
EXP-003104,2025-04,Sales & Marketing,Insurance,9876.51,10359.56,483.05,4.89,Approved,
EXP-003105,2025-04,Sales & Marketing,Supplies,13044.12,14844.16,1800.04,13.8,Requires Review,Variance exceeds threshold
EXP-003106,2025-04,Sales & Marketing,Shipping & Freight,15471.8,17409.77,1937.96,12.53,Requires Review,Variance exceeds threshold
EXP-003107,2025-04,Sales & Marketing,Telecommunications,14100.92,14657.68,556.76,3.95,Approved,
EXP-003108,2025-04,Sales & Marketing,Training,3620.05,3128.61,-491.43,-13.58,Approved,Variance exceeds threshold
EXP-003109,2025-04,Sales & Marketing,R&D Materials,7362.89,8266.37,903.48,12.27,Requires Review,Variance exceeds threshold
EXP-003110,2025-04,Sales & Marketing,Facility Maintenance,14496.99,14745.28,248.29,1.71,Approved,
EXP-003111,2025-04,Sales & Marketing,Depreciation,4729.1,4850.38,121.28,2.56,Approved,
EXP-003112,2025-04,Product Development,Salaries & Wages,259958.03,250252.73,-9705.3,-3.73,Approved,
EXP-003113,2025-04,Product Development,Benefits,80965.73,68949.53,-12016.2,-14.84,Approved,Variance exceeds threshold
EXP-003114,2025-04,Product Development,Office Rent,5151.79,4688.22,-463.57,-9.0,Approved,
EXP-003115,2025-04,Product Development,Utilities,15146.6,16735.83,1589.24,10.49,Requires Review,Variance exceeds threshold
EXP-003116,2025-04,Product Development,Marketing & Advertising,21148.47,18129.03,-3019.45,-14.28,Approved,Variance exceeds threshold
EXP-003117,2025-04,Product Development,Travel & Entertainment,4881.07,4346.78,-534.28,-10.95,Approved,Variance exceeds threshold
EXP-003118,2025-04,Product Development,Software & Licenses,10214.88,9299.8,-915.08,-8.96,Approved,
EXP-003119,2025-04,Product Development,Equipment & Maintenance,14165.84,15854.1,1688.26,11.92,Requires Review,Variance exceeds threshold
EXP-003120,2025-04,Product Development,Professional Services,12556.11,13867.97,1311.85,10.45,Requires Review,Variance exceeds threshold
EXP-003121,2025-04,Product Development,Insurance,16428.74,16516.84,88.09,0.54,Approved,
EXP-003122,2025-04,Product Development,Supplies,6916.75,6974.64,57.9,0.84,Approved,
EXP-003123,2025-04,Product Development,Shipping & Freight,18639.69,20819.49,2179.8,11.69,Requires Review,Variance exceeds threshold
EXP-003124,2025-04,Product Development,Telecommunications,21774.37,18800.46,-2973.91,-13.66,Approved,Variance exceeds threshold
EXP-003125,2025-04,Product Development,Training,20844.02,18851.75,-1992.26,-9.56,Approved,
EXP-003126,2025-04,Product Development,R&D Materials,48021.7,54885.11,6863.4,14.29,Requires Review,Variance exceeds threshold
EXP-003127,2025-04,Product Development,Facility Maintenance,21358.02,24138.12,2780.1,13.02,Requires Review,Variance exceeds threshold
EXP-003128,2025-04,Product Development,Depreciation,7754.12,8814.63,1060.51,13.68,Requires Review,Variance exceeds threshold
EXP-003129,2025-04,Manufacturing,Salaries & Wages,210485.87,197200.41,-13285.46,-6.31,Approved,
EXP-003130,2025-04,Manufacturing,Benefits,63045.39,55179.34,-7866.04,-12.48,Approved,Variance exceeds threshold
EXP-003131,2025-04,Manufacturing,Office Rent,6747.65,7093.46,345.81,5.12,Approved,
EXP-003132,2025-04,Manufacturing,Utilities,14135.59,12679.13,-1456.46,-10.3,Approved,Variance exceeds threshold
EXP-003133,2025-04,Manufacturing,Marketing & Advertising,6760.27,7744.92,984.65,14.57,Requires Review,Variance exceeds threshold
EXP-003134,2025-04,Manufacturing,Travel & Entertainment,5032.83,4612.8,-420.03,-8.35,Approved,
EXP-003135,2025-04,Manufacturing,Software & Licenses,16943.02,18199.29,1256.27,7.41,Approved,
EXP-003136,2025-04,Manufacturing,Equipment & Maintenance,4744.97,4505.26,-239.71,-5.05,Approved,
EXP-003137,2025-04,Manufacturing,Professional Services,4530.66,3962.23,-568.43,-12.55,Approved,Variance exceeds threshold
EXP-003138,2025-04,Manufacturing,Insurance,7751.32,8030.96,279.64,3.61,Approved,
EXP-003139,2025-04,Manufacturing,Supplies,14763.81,15273.54,509.73,3.45,Approved,
EXP-003140,2025-04,Manufacturing,Shipping & Freight,4216.74,4566.72,349.98,8.3,Approved,
EXP-003141,2025-04,Manufacturing,Telecommunications,7413.14,7445.82,32.68,0.44,Approved,
EXP-003142,2025-04,Manufacturing,Training,5046.91,4711.03,-335.88,-6.66,Approved,
EXP-003143,2025-04,Manufacturing,R&D Materials,8040.44,8055.4,14.96,0.19,Approved,
EXP-003144,2025-04,Manufacturing,Facility Maintenance,13426.01,13463.22,37.22,0.28,Approved,
EXP-003145,2025-04,Manufacturing,Depreciation,10203.55,9740.73,-462.83,-4.54,Approved,
EXP-003146,2025-04,Quality Assurance,Salaries & Wages,73429.47,71409.12,-2020.35,-2.75,Approved,
EXP-003147,2025-04,Quality Assurance,Benefits,17836.83,17369.96,-466.87,-2.62,Approved,
EXP-003148,2025-04,Quality Assurance,Office Rent,4341.15,3749.26,-591.88,-13.63,Approved,Variance exceeds threshold
EXP-003149,2025-04,Quality Assurance,Utilities,3857.94,3960.68,102.74,2.66,Approved,
EXP-003150,2025-04,Quality Assurance,Marketing & Advertising,3914.14,3964.37,50.23,1.28,Approved,
EXP-003151,2025-04,Quality Assurance,Travel & Entertainment,4729.88,4986.68,256.8,5.43,Approved,
EXP-003152,2025-04,Quality Assurance,Software & Licenses,5544.89,5501.27,-43.62,-0.79,Approved,
EXP-003153,2025-04,Quality Assurance,Equipment & Maintenance,4461.73,4373.74,-87.98,-1.97,Approved,
EXP-003154,2025-04,Quality Assurance,Professional Services,1725.44,1774.18,48.74,2.82,Approved,
EXP-003155,2025-04,Quality Assurance,Insurance,1682.85,1674.72,-8.13,-0.48,Approved,
EXP-003156,2025-04,Quality Assurance,Supplies,3836.53,3756.3,-80.22,-2.09,Approved,
EXP-003157,2025-04,Quality Assurance,Shipping & Freight,1413.44,1209.68,-203.76,-14.42,Approved,Variance exceeds threshold
EXP-003158,2025-04,Quality Assurance,Telecommunications,4914.11,4843.33,-70.78,-1.44,Approved,
EXP-003159,2025-04,Quality Assurance,Training,2680.7,2984.39,303.69,11.33,Requires Review,Variance exceeds threshold
EXP-003160,2025-04,Quality Assurance,R&D Materials,1321.21,1193.62,-127.58,-9.66,Approved,
EXP-003161,2025-04,Quality Assurance,Facility Maintenance,1426.6,1579.77,153.17,10.74,Requires Review,Variance exceeds threshold
EXP-003162,2025-04,Quality Assurance,Depreciation,5966.12,5883.07,-83.05,-1.39,Approved,
EXP-003163,2025-04,Customer Service,Salaries & Wages,70852.38,81405.64,10553.26,14.89,Requires Review,Variance exceeds threshold
EXP-003164,2025-04,Customer Service,Benefits,14378.45,14396.13,17.69,0.12,Approved,
EXP-003165,2025-04,Customer Service,Office Rent,1800.71,1578.19,-222.52,-12.36,Approved,Variance exceeds threshold
EXP-003166,2025-04,Customer Service,Utilities,5110.95,5814.0,703.05,13.76,Requires Review,Variance exceeds threshold
EXP-003167,2025-04,Customer Service,Marketing & Advertising,4437.06,4914.77,477.71,10.77,Requires Review,Variance exceeds threshold
EXP-003168,2025-04,Customer Service,Travel & Entertainment,2660.31,2574.61,-85.7,-3.22,Approved,
EXP-003169,2025-04,Customer Service,Software & Licenses,2779.57,2582.32,-197.25,-7.1,Approved,
EXP-003170,2025-04,Customer Service,Equipment & Maintenance,4075.98,3510.75,-565.23,-13.87,Approved,Variance exceeds threshold
EXP-003171,2025-04,Customer Service,Professional Services,3065.24,3380.04,314.81,10.27,Requires Review,Variance exceeds threshold
EXP-003172,2025-04,Customer Service,Insurance,3091.49,3505.11,413.63,13.38,Requires Review,Variance exceeds threshold
EXP-003173,2025-04,Customer Service,Supplies,5243.33,5699.74,456.41,8.7,Approved,
EXP-003174,2025-04,Customer Service,Shipping & Freight,4823.92,4411.1,-412.82,-8.56,Approved,
EXP-003175,2025-04,Customer Service,Telecommunications,3245.49,3443.93,198.44,6.11,Approved,
EXP-003176,2025-04,Customer Service,Training,3686.55,3896.73,210.18,5.7,Approved,
EXP-003177,2025-04,Customer Service,R&D Materials,4506.52,4505.42,-1.1,-0.02,Approved,
EXP-003178,2025-04,Customer Service,Facility Maintenance,4298.88,3880.17,-418.71,-9.74,Approved,
EXP-003179,2025-04,Customer Service,Depreciation,5015.16,4496.25,-518.91,-10.35,Approved,Variance exceeds threshold
EXP-003180,2025-04,Finance,Salaries & Wages,89004.09,83212.1,-5791.99,-6.51,Approved,
EXP-003181,2025-04,Finance,Benefits,21405.83,23641.28,2235.45,10.44,Requires Review,Variance exceeds threshold
EXP-003182,2025-04,Finance,Office Rent,1591.15,1573.43,-17.72,-1.11,Approved,
EXP-003183,2025-04,Finance,Utilities,3078.76,3323.38,244.61,7.95,Approved,
EXP-003184,2025-04,Finance,Marketing & Advertising,3883.59,3572.12,-311.47,-8.02,Approved,
EXP-003185,2025-04,Finance,Travel & Entertainment,2151.22,1840.26,-310.96,-14.46,Approved,Variance exceeds threshold
EXP-003186,2025-04,Finance,Software & Licenses,6933.6,7618.78,685.17,9.88,Approved,
EXP-003187,2025-04,Finance,Equipment & Maintenance,3591.32,3637.51,46.2,1.29,Approved,
EXP-003188,2025-04,Finance,Professional Services,1575.75,1397.42,-178.33,-11.32,Approved,Variance exceeds threshold
EXP-003189,2025-04,Finance,Insurance,6855.92,7635.01,779.09,11.36,Requires Review,Variance exceeds threshold
EXP-003190,2025-04,Finance,Supplies,2376.27,2547.46,171.2,7.2,Approved,
EXP-003191,2025-04,Finance,Shipping & Freight,6201.61,6930.59,728.98,11.75,Requires Review,Variance exceeds threshold
EXP-003192,2025-04,Finance,Telecommunications,4935.15,4679.9,-255.25,-5.17,Approved,
EXP-003193,2025-04,Finance,Training,6124.95,5867.89,-257.06,-4.2,Approved,
EXP-003194,2025-04,Finance,R&D Materials,4705.64,4797.73,92.09,1.96,Approved,
EXP-003195,2025-04,Finance,Facility Maintenance,6073.17,6874.1,800.93,13.19,Requires Review,Variance exceeds threshold
EXP-003196,2025-04,Finance,Depreciation,4063.61,4065.25,1.64,0.04,Approved,
EXP-003197,2025-04,IT & Systems,Salaries & Wages,56916.58,50435.43,-6481.15,-11.39,Approved,Variance exceeds threshold
EXP-003198,2025-04,IT & Systems,Benefits,17820.53,16193.56,-1626.97,-9.13,Approved,
EXP-003199,2025-04,IT & Systems,Office Rent,2646.4,2924.15,277.75,10.5,Requires Review,Variance exceeds threshold
EXP-003200,2025-04,IT & Systems,Utilities,4603.29,5141.25,537.96,11.69,Requires Review,Variance exceeds threshold
EXP-003201,2025-04,IT & Systems,Marketing & Advertising,1251.2,1127.21,-123.99,-9.91,Approved,
EXP-003202,2025-04,IT & Systems,Travel & Entertainment,3986.5,3705.77,-280.73,-7.04,Approved,
EXP-003203,2025-04,IT & Systems,Software & Licenses,3538.33,3533.93,-4.39,-0.12,Approved,
EXP-003204,2025-04,IT & Systems,Equipment & Maintenance,2069.11,2266.49,197.38,9.54,Approved,
EXP-003205,2025-04,IT & Systems,Professional Services,4048.69,4454.66,405.96,10.03,Requires Review,Variance exceeds threshold
EXP-003206,2025-04,IT & Systems,Insurance,4297.09,4893.48,596.39,13.88,Requires Review,Variance exceeds threshold
EXP-003207,2025-04,IT & Systems,Supplies,1599.41,1447.02,-152.39,-9.53,Approved,
EXP-003208,2025-04,IT & Systems,Shipping & Freight,1926.77,2203.59,276.82,14.37,Requires Review,Variance exceeds threshold
EXP-003209,2025-04,IT & Systems,Telecommunications,2821.77,2468.01,-353.76,-12.54,Approved,Variance exceeds threshold
EXP-003210,2025-04,IT & Systems,Training,1821.73,1550.57,-271.15,-14.88,Approved,Variance exceeds threshold
EXP-003211,2025-04,IT & Systems,R&D Materials,2841.81,2493.71,-348.1,-12.25,Approved,Variance exceeds threshold
EXP-003212,2025-04,IT & Systems,Facility Maintenance,1749.16,1923.41,174.24,9.96,Approved,
EXP-003213,2025-04,IT & Systems,Depreciation,2833.93,2817.17,-16.76,-0.59,Approved,
EXP-003214,2025-04,Legal & Compliance,Salaries & Wages,57247.06,59017.33,1770.26,3.09,Approved,
EXP-003215,2025-04,Legal & Compliance,Benefits,12869.5,11777.85,-1091.65,-8.48,Approved,
EXP-003216,2025-04,Legal & Compliance,Office Rent,3238.28,3400.54,162.26,5.01,Approved,
EXP-003217,2025-04,Legal & Compliance,Utilities,1375.96,1267.92,-108.04,-7.85,Approved,
EXP-003218,2025-04,Legal & Compliance,Marketing & Advertising,1463.69,1329.41,-134.28,-9.17,Approved,
EXP-003219,2025-04,Legal & Compliance,Travel & Entertainment,2361.68,2491.44,129.76,5.49,Approved,
EXP-003220,2025-04,Legal & Compliance,Software & Licenses,2120.3,2356.66,236.36,11.15,Requires Review,Variance exceeds threshold
EXP-003221,2025-04,Legal & Compliance,Equipment & Maintenance,3388.49,3564.77,176.27,5.2,Approved,
EXP-003222,2025-04,Legal & Compliance,Professional Services,2599.99,2694.83,94.84,3.65,Approved,
EXP-003223,2025-04,Legal & Compliance,Insurance,3144.5,3422.12,277.61,8.83,Approved,
EXP-003224,2025-04,Legal & Compliance,Supplies,2257.49,2055.87,-201.62,-8.93,Approved,
EXP-003225,2025-04,Legal & Compliance,Shipping & Freight,4513.59,4069.03,-444.56,-9.85,Approved,
EXP-003226,2025-04,Legal & Compliance,Telecommunications,4505.33,4794.79,289.46,6.42,Approved,
EXP-003227,2025-04,Legal & Compliance,Training,4088.19,4532.17,443.98,10.86,Requires Review,Variance exceeds threshold
EXP-003228,2025-04,Legal & Compliance,R&D Materials,2544.26,2752.51,208.25,8.19,Approved,
EXP-003229,2025-04,Legal & Compliance,Facility Maintenance,1840.18,1719.76,-120.42,-6.54,Approved,
EXP-003230,2025-04,Legal & Compliance,Depreciation,3897.07,4147.05,249.98,6.41,Approved,
EXP-003231,2025-05,Executive Leadership,Salaries & Wages,134494.81,121737.49,-12757.31,-9.49,Approved,
EXP-003232,2025-05,Executive Leadership,Benefits,32040.62,32298.01,257.39,0.8,Approved,
EXP-003233,2025-05,Executive Leadership,Office Rent,3247.17,3722.61,475.44,14.64,Requires Review,Variance exceeds threshold
EXP-003234,2025-05,Executive Leadership,Utilities,4497.96,4572.23,74.27,1.65,Approved,
EXP-003235,2025-05,Executive Leadership,Marketing & Advertising,10511.85,9406.42,-1105.42,-10.52,Approved,Variance exceeds threshold
EXP-003236,2025-05,Executive Leadership,Travel & Entertainment,16709.16,16040.22,-668.94,-4.0,Approved,
EXP-003237,2025-05,Executive Leadership,Software & Licenses,2454.58,2224.41,-230.17,-9.38,Approved,
EXP-003238,2025-05,Executive Leadership,Equipment & Maintenance,10960.78,12119.13,1158.35,10.57,Requires Review,Variance exceeds threshold
EXP-003239,2025-05,Executive Leadership,Professional Services,10062.93,10402.9,339.97,3.38,Approved,
EXP-003240,2025-05,Executive Leadership,Insurance,4419.3,4904.33,485.03,10.98,Requires Review,Variance exceeds threshold
EXP-003241,2025-05,Executive Leadership,Supplies,3754.74,4007.16,252.41,6.72,Approved,
EXP-003242,2025-05,Executive Leadership,Shipping & Freight,7367.91,6504.01,-863.91,-11.73,Approved,Variance exceeds threshold
EXP-003243,2025-05,Executive Leadership,Telecommunications,10968.88,10893.24,-75.64,-0.69,Approved,
EXP-003244,2025-05,Executive Leadership,Training,3216.82,3413.95,197.13,6.13,Approved,
EXP-003245,2025-05,Executive Leadership,R&D Materials,2711.02,2774.19,63.17,2.33,Approved,
EXP-003246,2025-05,Executive Leadership,Facility Maintenance,4948.73,5517.8,569.08,11.5,Requires Review,Variance exceeds threshold
EXP-003247,2025-05,Executive Leadership,Depreciation,3195.17,2903.16,-292.01,-9.14,Approved,
EXP-003248,2025-05,Human Resources,Salaries & Wages,54533.91,55670.01,1136.1,2.08,Approved,
EXP-003249,2025-05,Human Resources,Benefits,13069.18,12203.35,-865.83,-6.62,Approved,
EXP-003250,2025-05,Human Resources,Office Rent,1256.82,1072.53,-184.29,-14.66,Approved,Variance exceeds threshold
EXP-003251,2025-05,Human Resources,Utilities,3255.52,3730.01,474.49,14.57,Requires Review,Variance exceeds threshold
EXP-003252,2025-05,Human Resources,Marketing & Advertising,2343.29,2061.95,-281.33,-12.01,Approved,Variance exceeds threshold
EXP-003253,2025-05,Human Resources,Travel & Entertainment,2303.3,2277.6,-25.7,-1.12,Approved,
EXP-003254,2025-05,Human Resources,Software & Licenses,2782.18,2861.28,79.1,2.84,Approved,
EXP-003255,2025-05,Human Resources,Equipment & Maintenance,3498.44,3939.12,440.68,12.6,Requires Review,Variance exceeds threshold
EXP-003256,2025-05,Human Resources,Professional Services,1696.94,1705.28,8.34,0.49,Approved,
EXP-003257,2025-05,Human Resources,Insurance,2170.92,2314.9,143.98,6.63,Approved,
EXP-003258,2025-05,Human Resources,Supplies,4088.05,3611.01,-477.04,-11.67,Approved,Variance exceeds threshold
EXP-003259,2025-05,Human Resources,Shipping & Freight,2708.3,2881.18,172.88,6.38,Approved,
EXP-003260,2025-05,Human Resources,Telecommunications,3100.83,2833.35,-267.48,-8.63,Approved,
EXP-003261,2025-05,Human Resources,Training,4032.02,3508.1,-523.93,-12.99,Approved,Variance exceeds threshold
EXP-003262,2025-05,Human Resources,R&D Materials,1830.39,1781.17,-49.22,-2.69,Approved,
EXP-003263,2025-05,Human Resources,Facility Maintenance,2896.29,2623.37,-272.93,-9.42,Approved,
EXP-003264,2025-05,Human Resources,Depreciation,4258.68,3750.15,-508.54,-11.94,Approved,Variance exceeds threshold
EXP-003265,2025-05,Sales & Marketing,Salaries & Wages,187821.26,178045.99,-9775.27,-5.2,Approved,
EXP-003266,2025-05,Sales & Marketing,Benefits,54567.57,59025.35,4457.78,8.17,Approved,
EXP-003267,2025-05,Sales & Marketing,Office Rent,14005.63,12257.58,-1748.06,-12.48,Approved,Variance exceeds threshold
EXP-003268,2025-05,Sales & Marketing,Utilities,9468.98,10455.17,986.19,10.41,Requires Review,Variance exceeds threshold
EXP-003269,2025-05,Sales & Marketing,Marketing & Advertising,54987.68,57985.84,2998.15,5.45,Approved,
EXP-003270,2025-05,Sales & Marketing,Travel & Entertainment,16887.87,17251.17,363.3,2.15,Approved,
EXP-003271,2025-05,Sales & Marketing,Software & Licenses,4670.53,4016.28,-654.25,-14.01,Approved,Variance exceeds threshold
EXP-003272,2025-05,Sales & Marketing,Equipment & Maintenance,14972.03,15178.21,206.18,1.38,Approved,
EXP-003273,2025-05,Sales & Marketing,Professional Services,5776.08,6367.79,591.71,10.24,Requires Review,Variance exceeds threshold
EXP-003274,2025-05,Sales & Marketing,Insurance,11407.0,11665.28,258.28,2.26,Approved,
EXP-003275,2025-05,Sales & Marketing,Supplies,12957.52,12335.3,-622.22,-4.8,Approved,
EXP-003276,2025-05,Sales & Marketing,Shipping & Freight,14805.18,13176.23,-1628.95,-11.0,Approved,Variance exceeds threshold
EXP-003277,2025-05,Sales & Marketing,Telecommunications,5364.0,4909.74,-454.26,-8.47,Approved,
EXP-003278,2025-05,Sales & Marketing,Training,7089.86,7620.71,530.85,7.49,Approved,
EXP-003279,2025-05,Sales & Marketing,R&D Materials,10512.6,10219.34,-293.26,-2.79,Approved,
EXP-003280,2025-05,Sales & Marketing,Facility Maintenance,3964.86,3838.46,-126.4,-3.19,Approved,
EXP-003281,2025-05,Sales & Marketing,Depreciation,6197.84,5333.05,-864.79,-13.95,Approved,Variance exceeds threshold
EXP-003282,2025-05,Product Development,Salaries & Wages,269574.13,300638.55,31064.42,11.52,Requires Review,Variance exceeds threshold
EXP-003283,2025-05,Product Development,Benefits,74015.1,69334.97,-4680.13,-6.32,Approved,
EXP-003284,2025-05,Product Development,Office Rent,17370.53,17594.63,224.1,1.29,Approved,
EXP-003285,2025-05,Product Development,Utilities,8356.87,7695.99,-660.87,-7.91,Approved,
EXP-003286,2025-05,Product Development,Marketing & Advertising,20566.95,20864.77,297.82,1.45,Approved,
EXP-003287,2025-05,Product Development,Travel & Entertainment,11434.5,11847.93,413.43,3.62,Approved,
EXP-003288,2025-05,Product Development,Software & Licenses,16509.49,15489.48,-1020.0,-6.18,Approved,
EXP-003289,2025-05,Product Development,Equipment & Maintenance,10988.09,10994.4,6.31,0.06,Approved,
EXP-003290,2025-05,Product Development,Professional Services,7226.69,7350.81,124.13,1.72,Approved,
EXP-003291,2025-05,Product Development,Insurance,10604.44,10659.52,55.08,0.52,Approved,
EXP-003292,2025-05,Product Development,Supplies,9079.45,8401.99,-677.46,-7.46,Approved,
EXP-003293,2025-05,Product Development,Shipping & Freight,15766.1,15223.68,-542.42,-3.44,Approved,
EXP-003294,2025-05,Product Development,Telecommunications,12409.73,13340.93,931.2,7.5,Approved,
EXP-003295,2025-05,Product Development,Training,13274.61,13804.6,529.99,3.99,Approved,
EXP-003296,2025-05,Product Development,R&D Materials,48673.11,44750.06,-3923.05,-8.06,Approved,
EXP-003297,2025-05,Product Development,Facility Maintenance,11387.49,10835.83,-551.66,-4.84,Approved,
EXP-003298,2025-05,Product Development,Depreciation,10928.39,9376.47,-1551.92,-14.2,Approved,Variance exceeds threshold
EXP-003299,2025-05,Manufacturing,Salaries & Wages,232221.59,215099.38,-17122.2,-7.37,Approved,
EXP-003300,2025-05,Manufacturing,Benefits,66069.3,63295.93,-2773.37,-4.2,Approved,
EXP-003301,2025-05,Manufacturing,Office Rent,18179.29,15643.08,-2536.21,-13.95,Approved,Variance exceeds threshold
EXP-003302,2025-05,Manufacturing,Utilities,11154.64,9684.72,-1469.91,-13.18,Approved,Variance exceeds threshold
EXP-003303,2025-05,Manufacturing,Marketing & Advertising,15020.7,14518.48,-502.22,-3.34,Approved,
EXP-003304,2025-05,Manufacturing,Travel & Entertainment,17932.53,16937.22,-995.31,-5.55,Approved,
EXP-003305,2025-05,Manufacturing,Software & Licenses,9114.24,10298.71,1184.47,13.0,Requires Review,Variance exceeds threshold
EXP-003306,2025-05,Manufacturing,Equipment & Maintenance,5211.03,4607.63,-603.4,-11.58,Approved,Variance exceeds threshold
EXP-003307,2025-05,Manufacturing,Professional Services,5867.2,5947.62,80.42,1.37,Approved,
EXP-003308,2025-05,Manufacturing,Insurance,16275.62,14598.12,-1677.5,-10.31,Approved,Variance exceeds threshold
EXP-003309,2025-05,Manufacturing,Supplies,3817.99,3888.09,70.1,1.84,Approved,
EXP-003310,2025-05,Manufacturing,Shipping & Freight,5601.02,6283.6,682.57,12.19,Requires Review,Variance exceeds threshold
EXP-003311,2025-05,Manufacturing,Telecommunications,7261.02,7617.62,356.59,4.91,Approved,
